loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,loan_status
9000,9000,9000.0, 36 months,10.15,291.04,B,B2,Fully Paid
8500,8500,8500.0, 36 months,7.07,262.73,A,A2,Fully Paid
15000,15000,15000.0, 36 months,15.02,520.13,C,C3,Fully Paid
9000,9000,9000.0, 36 months,6.67,276.54,A,A2,Fully Paid
10000,10000,10000.0, 36 months,14.09,342.22,B,B5,Fully Paid
13500,13500,13500.0, 36 months,8.18,424.17,B,B1,Fully Paid
25000,25000,25000.0, 60 months,10.99,543.44,B,B3,Fully Paid
12000,12000,12000.0, 36 months,12.35,400.59,B,B4,Fully Paid
5650,5650,5650.0, 36 months,5.42,170.41,A,A1,Fully Paid
6000,6000,6000.0, 36 months,10.99,196.41,B,B4,Fully Paid
35000,35000,35000.0, 36 months,7.91,1095.33,A,A5,Fully Paid
4800,4800,4800.0, 36 months,11.44,158.15,B,B4,Fully Paid
20000,20000,20000.0, 60 months,27.27,613.94,E,E5,Fully Paid
8400,8400,8400.0, 36 months,7.9,262.84,A,A4,Fully Paid
10000,10000,10000.0, 36 months,12.12,332.72,B,B3,Fully Paid
10000,10000,10000.0, 36 months,6.83,308.0,A,A3,Fully Paid
12000,12000,12000.0, 36 months,14.85,415.11,C,C5,Fully Paid
30000,30000,30000.0, 60 months,21.97,828.06,E,E4,Fully Paid
12000,12000,12000.0, 36 months,12.79,403.12,C,C1,Fully Paid
14000,14000,14000.0, 36 months,11.39,460.94,B,B3,Fully Paid
8000,8000,8000.0, 36 months,13.33,270.83,C,C3,Fully Paid
18000,18000,18000.0, 36 months,20.49,673.45,E,E2,Fully Paid
5000,5000,5000.0, 36 months,7.21,154.87,A,A3,Fully Paid
10000,10000,10000.0, 36 months,9.16,318.75,B,B2,Fully Paid
9800,9800,9800.0, 36 months,7.99,307.06,A,A5,Fully Paid
28000,28000,28000.0, 36 months,13.98,956.71,C,C3,Fully Paid
24000,24000,24000.0, 60 months,20.2,638.53,E,E3,Fully Paid
1000,1000,1000.0, 36 months,14.08,34.22,C,C3,Fully Paid
5000,5000,5000.0, 36 months,10.99,163.67,B,B4,Fully Paid
1300,1300,1300.0, 36 months,25.49,52.03,E,E4,Fully Paid
15000,15000,15000.0, 36 months,11.53,494.86,B,B5,Fully Paid
7200,7200,7200.0, 36 months,6.92,222.06,A,A4,Fully Paid
8000,8000,8000.0, 36 months,12.62,268.09,C,C1,Fully Paid
16800,16800,16750.0, 60 months,11.99,373.63,C,C1,Fully Paid
21000,21000,21000.0, 36 months,11.49,692.4,B,B5,Fully Paid
22800,22800,22775.0, 36 months,18.67,831.96,F,F2,Fully Paid
6500,6500,6475.0, 36 months,18.06,235.19,D,D2,Fully Paid
10000,10000,9086.523960181219, 36 months,7.88,312.82,A,A5,Fully Paid
20000,20000,20000.0, 36 months,11.99,664.2,B,B3,Fully Paid
9000,9000,9000.0, 36 months,13.59,305.81,C,C2,Fully Paid
12000,12000,12000.0, 36 months,9.67,385.35,B,B1,Fully Paid
12000,12000,12000.0, 60 months,18.99,311.23,E,E1,Fully Paid
10000,10000,10000.0, 36 months,9.93,322.35,B,B2,Fully Paid
15600,15600,15600.0, 60 months,18.99,404.59,D,D3,Fully Paid
5000,5000,5000.0, 36 months,14.31,171.65,C,C4,Fully Paid
35000,35000,35000.0, 36 months,8.67,1107.63,B,B1,Fully Paid
15000,15000,15000.0, 36 months,11.44,494.22,B,B4,Fully Paid
12950,12950,12900.0, 60 months,19.2,337.36,D,D3,Fully Paid
6000,6000,6000.0, 36 months,15.05,208.14,C,C4,Fully Paid
10000,10000,10000.0, 36 months,9.49,320.29,B,B2,Fully Paid
35000,35000,35000.0, 36 months,5.32,1054.02,A,A1,Fully Paid
10000,10000,10000.0, 60 months,13.33,229.23,C,C3,Fully Paid
4750,4750,4750.0, 36 months,16.99,169.33,D,D3,Fully Paid
10000,10000,10000.0, 36 months,8.99,317.96,B,B1,Fully Paid
24000,24000,24000.0, 36 months,15.61,839.16,C,C4,Fully Paid
23000,23000,23000.0, 36 months,8.9,730.33,A,A5,Fully Paid
20000,20000,20000.0, 60 months,23.7,571.89,F,F1,Fully Paid
19200,19200,19200.0, 36 months,15.61,671.33,D,D1,Fully Paid
12800,12800,12800.0, 36 months,11.48,421.98,B,B5,Fully Paid
3000,3000,3000.0, 36 months,6.62,92.12,A,A2,Fully Paid
28000,28000,28000.0, 60 months,17.47,702.97,D,D1,Fully Paid
10000,10000,10000.0, 36 months,15.99,351.53,D,D2,Fully Paid
14125,14125,14125.0, 36 months,15.61,493.88,C,C3,Fully Paid
10000,10000,10000.0, 36 months,7.89,312.86,A,A5,Fully Paid
20000,20000,20000.0, 36 months,15.61,699.3,D,D1,Fully Paid
3025,3025,3025.0, 36 months,10.49,98.31,B,B3,Fully Paid
15000,15000,15000.0, 36 months,14.03,512.89,C,C2,Fully Paid
15000,15000,15000.0, 36 months,7.9,469.36,A,A4,Fully Paid
3000,3000,3000.0, 36 months,7.35,93.12,A,A4,Fully Paid
3500,3500,3500.0, 36 months,13.67,119.07,C,C3,Fully Paid
35000,35000,35000.0, 36 months,11.22,1149.51,B,B5,Fully Paid
12000,12000,12000.0, 36 months,9.93,386.82,B,B2,Fully Paid
6400,6400,6400.0, 36 months,12.99,215.62,C,C2,Fully Paid
12000,12000,12000.0, 36 months,8.9,381.04,A,A5,Fully Paid
20000,20000,20000.0, 36 months,10.99,654.68,B,B2,Fully Paid
6000,6000,6000.0, 36 months,10.99,196.41,B,B4,Fully Paid
14825,14825,14825.0, 36 months,12.59,496.6,C,C2,Fully Paid
6000,6000,6000.0, 36 months,17.99,216.89,D,D2,Fully Paid
35000,35000,35000.0, 36 months,13.67,1190.62,C,C3,Fully Paid
10000,10000,10000.0, 36 months,6.24,305.31,A,A2,Fully Paid
6575,6575,6575.0, 36 months,19.24,241.82,E,E2,Fully Paid
9600,9600,9575.0, 36 months,9.49,307.48,B,B2,Fully Paid
30000,30000,30000.0, 60 months,10.91,650.93,B,B4,Fully Paid
2000,2000,2000.0, 36 months,10.78,65.27,B,B4,Fully Paid
15000,15000,15000.0, 60 months,16.99,372.71,D,D1,Fully Paid
12000,12000,12000.0, 36 months,9.99,387.15,B,B3,Fully Paid
3900,3900,3850.0, 36 months,21.18,147.3,E,E3,Fully Paid
22250,22250,22250.0, 60 months,14.33,521.54,C,C2,Fully Paid
12000,12000,12000.0, 36 months,13.53,407.4,B,B5,Fully Paid
15000,15000,15000.0, 36 months,14.33,515.08,C,C1,Fully Paid
12000,12000,12000.0, 36 months,5.32,361.38,A,A1,Fully Paid
10000,10000,9950.0, 36 months,11.14,328.06,B,B2,Fully Paid
14000,14000,14000.0, 60 months,18.25,357.42,E,E1,Fully Paid
3000,3000,3000.0, 36 months,11.49,98.92,B,B5,Fully Paid
31000,31000,31000.0, 60 months,10.99,673.87,B,B4,Fully Paid
16000,16000,16000.0, 36 months,14.99,554.57,C,C4,Fully Paid
10000,10000,10000.0, 36 months,11.99,332.1,C,C1,Fully Paid
16175,16175,16175.0, 60 months,15.61,390.01,D,D1,Fully Paid
12000,12000,12000.0, 36 months,9.99,387.15,B,B3,Fully Paid
31500,31500,31250.0, 60 months,23.13,890.36,F,F1,Fully Paid
21125,21125,21075.0, 36 months,19.99,784.98,D,D4,Fully Paid
6000,6000,6000.0, 36 months,6.03,182.62,A,A1,Fully Paid
25000,25000,25000.0, 60 months,18.55,642.34,E,E2,Fully Paid
5000,5000,5000.0, 36 months,6.39,153.0,A,A2,Fully Paid
16000,16000,16000.0, 60 months,14.49,376.37,C,C4,Fully Paid
8000,8000,8000.0, 36 months,11.47,263.7,B,B5,Fully Paid
7200,7200,7200.0, 36 months,11.71,238.15,B,B3,Fully Paid
10000,10000,10000.0, 36 months,6.89,308.27,A,A3,Fully Paid
17000,17000,17000.0, 60 months,19.53,445.97,D,D5,Fully Paid
13475,13475,13475.0, 36 months,13.49,457.22,C,C1,Fully Paid
28000,28000,27950.0, 36 months,12.99,943.3,B,B4,Fully Paid
24000,24000,24000.0, 36 months,5.32,722.76,A,A1,Fully Paid
10000,10000,9950.0, 36 months,9.71,321.32,B,B1,Fully Paid
20000,20000,20000.0, 36 months,10.99,654.68,B,B2,Fully Paid
7850,7850,333.6, 36 months,9.96,253.16,B,B5,Fully Paid
13600,13600,13600.0, 36 months,6.92,419.44,A,A4,Fully Paid
6375,6375,6375.0, 36 months,14.65,219.91,C,C5,Fully Paid
5500,5500,5475.0, 36 months,10.25,178.12,B,B2,Fully Paid
7900,7900,7900.0, 36 months,25.57,316.49,F,F5,Fully Paid
14450,14450,14450.0, 60 months,19.52,378.99,E,E3,Fully Paid
16000,16000,16000.0, 60 months,17.57,402.57,D,D4,Fully Paid
6000,6000,6000.0, 36 months,8.24,188.69,B,B1,Fully Paid
35000,35000,35000.0, 36 months,13.56,1188.76,C,C1,Fully Paid
20000,20000,20000.0, 36 months,7.89,625.72,A,A5,Fully Paid
28000,28000,28000.0, 60 months,24.49,813.49,E,E3,Fully Paid
6000,6000,6000.0, 36 months,15.8,210.36,C,C3,Fully Paid
25875,25875,25875.0, 36 months,15.59,904.46,C,C5,Fully Paid
11250,11250,11250.0, 36 months,13.99,384.45,C,C3,Fully Paid
17000,17000,17000.0, 36 months,9.71,546.24,B,B1,Fully Paid
4000,4000,4000.0, 60 months,13.99,93.06,C,C3,Fully Paid
17600,17600,17600.0, 60 months,12.59,396.77,C,C2,Fully Paid
14000,14000,14000.0, 36 months,17.57,503.12,D,D2,Fully Paid
21600,21600,21600.0, 36 months,9.49,691.82,B,B2,Fully Paid
11000,11000,11000.0, 60 months,14.52,258.93,C,C3,Fully Paid
6500,6500,6500.0, 36 months,13.05,219.17,B,B5,Fully Paid
28000,28000,28000.0, 60 months,16.99,695.73,D,D3,Fully Paid
7000,7000,7000.0, 36 months,6.99,216.11,A,A3,Fully Paid
25000,25000,25000.0, 36 months,9.71,803.29,B,B1,Fully Paid
6000,6000,6000.0, 36 months,9.17,191.28,B,B2,Fully Paid
2300,2300,2300.0, 60 months,16.29,56.29,C,C5,Fully Paid
5000,5000,5000.0, 36 months,11.49,164.86,B,B5,Fully Paid
4000,4000,4000.0, 36 months,12.69,134.18,C,C2,Fully Paid
7000,7000,7000.0, 36 months,14.99,242.63,C,C5,Fully Paid
18900,18900,18900.0, 36 months,6.99,583.5,A,A3,Fully Paid
7200,7200,7200.0, 36 months,10.99,235.69,B,B3,Fully Paid
28000,28000,27975.0, 36 months,14.27,960.65,C,C2,Fully Paid
16950,16950,16950.0, 60 months,15.88,411.12,C,C4,Fully Paid
14000,14000,14000.0, 36 months,10.99,458.28,B,B2,Fully Paid
10000,10000,10000.0, 60 months,18.25,255.3,D,D3,Fully Paid
15575,15575,15575.0, 60 months,12.88,353.43,C,C2,Fully Paid
16000,16000,16000.0, 60 months,22.35,445.1,D,D5,Fully Paid
12000,12000,12000.0, 36 months,9.17,382.55,B,B2,Fully Paid
20000,20000,20000.0, 36 months,12.49,668.98,B,B5,Fully Paid
18225,18225,18225.0, 60 months,23.63,520.39,F,F3,Fully Paid
5400,5400,5400.0, 36 months,14.27,185.27,C,C2,Fully Paid
3075,3075,3075.0, 36 months,8.9,97.65,A,A5,Fully Paid
15000,15000,15000.0, 60 months,11.99,333.6,B,B5,Fully Paid
19475,19475,19475.0, 60 months,16.29,476.61,D,D1,Fully Paid
25000,25000,25000.0, 36 months,7.89,782.15,A,A5,Fully Paid
8400,8400,8400.0, 36 months,7.89,262.8,A,A5,Fully Paid
2950,2950,2950.0, 36 months,17.86,106.45,D,D5,Fully Paid
22000,22000,22000.0, 36 months,5.32,662.53,A,A1,Fully Paid
10800,10800,2900.0, 36 months,9.76,347.27,B,B2,Fully Paid
1400,1400,1400.0, 36 months,9.75,45.01,B,B3,Fully Paid
10000,10000,10000.0, 60 months,18.99,259.36,D,D4,Fully Paid
18175,18175,18175.0, 36 months,15.31,632.81,C,C5,Fully Paid
10000,10000,10000.0, 36 months,6.49,306.45,A,A2,Fully Paid
27000,27000,27000.0, 36 months,6.24,824.34,A,A2,Fully Paid
35000,35000,35000.0, 36 months,9.76,1125.42,B,B3,Fully Paid
20000,20000,19975.0, 60 months,13.11,456.19,B,B4,Fully Paid
7000,7000,7000.0, 36 months,14.65,241.46,C,C5,Fully Paid
15000,15000,15000.0, 36 months,11.67,495.86,B,B4,Fully Paid
16000,16000,15900.0, 60 months,14.65,377.71,C,C5,Fully Paid
10000,10000,10000.0, 36 months,9.67,321.13,B,B1,Fully Paid
14175,14175,14175.0, 36 months,10.99,464.01,B,B3,Fully Paid
23325,23325,23325.0, 36 months,14.99,808.46,C,C4,Fully Paid
7875,7875,7875.0, 36 months,11.49,259.65,B,B5,Fully Paid
21000,21000,21000.0, 60 months,13.99,488.53,C,C4,Fully Paid
8000,8000,8000.0, 36 months,9.44,256.04,B,B1,Fully Paid
16000,16000,16000.0, 36 months,9.93,515.75,B,B2,Fully Paid
10550,10550,10550.0, 36 months,16.99,376.09,D,D1,Fully Paid
8400,8400,8400.0, 36 months,7.97,263.11,A,A5,Fully Paid
21000,21000,21000.0, 36 months,13.33,710.92,C,C3,Fully Paid
17250,17250,17000.0, 36 months,14.99,597.9,C,C4,Fully Paid
21000,21000,21000.0, 36 months,15.61,734.27,D,D1,Fully Paid
18000,18000,18000.0, 60 months,12.39,403.96,C,C1,Fully Paid
28000,28000,28000.0, 36 months,7.49,870.85,A,A4,Fully Paid
8000,8000,8000.0, 36 months,6.24,244.25,A,A2,Fully Paid
15000,15000,14950.0, 36 months,9.17,478.19,B,B2,Fully Paid
6275,6275,6275.0, 36 months,17.09,224.01,D,D1,Fully Paid
2400,2400,2400.0, 36 months,9.75,77.16,B,B3,Fully Paid
3500,3500,3500.0, 36 months,13.67,119.07,C,C4,Fully Paid
7000,7000,7000.0, 36 months,7.89,219.0,A,A5,Fully Paid
20000,20000,20000.0, 36 months,5.32,602.3,A,A1,Fully Paid
15000,15000,15000.0, 36 months,11.49,494.57,B,B5,Fully Paid
20000,20000,20000.0, 60 months,14.08,466.2,C,C3,Fully Paid
9100,9100,9100.0, 36 months,14.33,312.48,C,C2,Fully Paid
31300,31300,31250.0, 60 months,20.3,834.5,E,E5,Fully Paid
29400,29400,29400.0, 36 months,9.99,948.52,B,B3,Fully Paid
25000,25000,24950.0, 60 months,11.99,555.99,B,B3,Fully Paid
6000,6000,6000.0, 36 months,10.99,196.41,B,B2,Fully Paid
5000,5000,5000.0, 36 months,8.99,158.98,B,B1,Fully Paid
3500,3500,3500.0, 36 months,9.16,111.56,B,B2,Fully Paid
18000,18000,18000.0, 36 months,7.9,563.23,A,A4,Fully Paid
10000,10000,10000.0, 36 months,17.99,361.48,D,D2,Fully Paid
10200,10200,10200.0, 36 months,6.24,311.42,A,A2,Fully Paid
35000,35000,35000.0, 60 months,20.99,946.68,E,E4,Fully Paid
5200,5200,5200.0, 36 months,12.29,173.44,C,C1,Fully Paid
4200,4200,4200.0, 36 months,12.69,140.89,C,C2,Fully Paid
20000,20000,20000.0, 36 months,12.62,670.23,C,C1,Fully Paid
7200,7200,7200.0, 36 months,12.99,242.57,B,B5,Fully Paid
11000,11000,11000.0, 36 months,9.17,350.67,B,B2,Fully Paid
25000,25000,25000.0, 60 months,17.57,629.01,D,D4,Fully Paid
13800,13800,13800.0, 36 months,5.32,415.59,A,A1,Fully Paid
16000,16000,16000.0, 36 months,9.75,514.4,B,B3,Fully Paid
21000,21000,21000.0, 60 months,16.99,521.8,D,D3,Fully Paid
5000,5000,5000.0, 36 months,11.49,164.86,B,B5,Fully Paid
25000,25000,25000.0, 36 months,5.32,752.87,A,A1,Fully Paid
10000,10000,10000.0, 36 months,16.29,353.01,C,C4,Fully Paid
15200,15200,15200.0, 60 months,13.67,351.09,C,C3,Fully Paid
12000,12000,12000.0, 36 months,14.99,415.93,C,C5,Fully Paid
6900,6900,6900.0, 36 months,22.45,265.13,E,E5,Fully Paid
6000,6000,6000.0, 36 months,13.11,202.49,B,B4,Fully Paid
10000,10000,10000.0, 36 months,7.9,312.91,A,A4,Fully Paid
25000,25000,25000.0, 36 months,6.89,770.68,A,A3,Fully Paid
3000,3000,3000.0, 36 months,9.17,95.64,B,B2,Fully Paid
15000,15000,15000.0, 36 months,13.98,512.52,C,C3,Fully Paid
9600,9600,9600.0, 36 months,9.16,306.0,B,B2,Fully Paid
4000,4000,4000.0, 36 months,16.49,141.6,D,D3,Fully Paid
30000,30000,30000.0, 36 months,9.17,956.37,B,B2,Fully Paid
27300,27300,27300.0, 60 months,19.05,708.93,D,D4,Fully Paid
20275,20275,20225.0, 36 months,10.42,658.23,B,B3,Fully Paid
20000,20000,20000.0, 36 months,7.89,625.72,A,A5,Fully Paid
8325,8325,8325.0, 36 months,6.99,257.02,A,A3,Fully Paid
12000,12000,12000.0, 36 months,6.89,369.93,A,A3,Fully Paid
1600,1600,1600.0, 36 months,16.99,57.04,D,D1,Fully Paid
10000,10000,10000.0, 36 months,6.03,304.36,A,A1,Fully Paid
14000,14000,14000.0, 60 months,10.99,304.33,B,B2,Fully Paid
21000,21000,21000.0, 36 months,16.14,739.75,C,C4,Fully Paid
10000,10000,10000.0, 36 months,13.05,337.19,B,B5,Fully Paid
5500,5500,5500.0, 36 months,13.49,186.62,C,C2,Fully Paid
24000,24000,23950.0, 36 months,6.03,730.46,A,A1,Fully Paid
10000,10000,10000.0, 36 months,13.67,340.18,B,B5,Fully Paid
10000,10000,10000.0, 36 months,10.64,325.69,B,B2,Fully Paid
9600,9600,9600.0, 36 months,16.29,338.89,D,D1,Fully Paid
10000,10000,10000.0, 36 months,16.99,356.48,D,D3,Fully Paid
35000,35000,35000.0, 36 months,11.49,1154.0,B,B5,Fully Paid
2000,2000,2000.0, 36 months,12.69,67.09,C,C2,Fully Paid
9000,9000,9000.0, 36 months,13.33,304.68,C,C3,Fully Paid
7200,7200,7200.0, 36 months,9.17,229.53,B,B2,Fully Paid
9000,9000,9000.0, 36 months,8.18,282.78,B,B1,Fully Paid
33500,33500,33500.0, 60 months,14.65,790.83,C,C2,Fully Paid
16000,16000,16000.0, 36 months,11.53,527.85,B,B5,Fully Paid
12000,12000,12000.0, 60 months,13.67,277.18,B,B5,Fully Paid
19000,19000,19000.0, 60 months,11.99,422.55,C,C1,Fully Paid
12000,12000,12000.0, 36 months,11.05,393.15,B,B4,Fully Paid
15000,15000,15000.0, 36 months,5.32,451.73,A,A1,Fully Paid
25000,25000,25000.0, 36 months,13.49,848.27,C,C2,Fully Paid
19200,19200,19150.0, 60 months,16.99,477.07,D,D3,Fully Paid
10250,10250,10250.0, 36 months,16.59,363.36,D,D2,Fully Paid
5525,5525,5525.0, 36 months,16.24,194.9,C,C5,Fully Paid
28000,28000,28000.0, 36 months,8.67,886.1,B,B1,Fully Paid
17000,17000,17000.0, 36 months,6.49,520.96,A,A2,Fully Paid
30000,30000,30000.0, 36 months,10.99,982.02,B,B4,Fully Paid
35000,35000,35000.0, 36 months,6.49,1072.56,A,A2,Fully Paid
18000,18000,18000.0, 36 months,7.89,563.15,A,A5,Fully Paid
7000,7000,7000.0, 36 months,5.32,210.81,A,A1,Fully Paid
4000,4000,4000.0, 36 months,14.08,136.87,C,C3,Fully Paid
10000,10000,10000.0, 36 months,14.3,343.24,C,C1,Fully Paid
25000,25000,25000.0, 60 months,24.5,726.48,F,F3,Fully Paid
16000,16000,16000.0, 36 months,12.12,532.35,B,B3,Fully Paid
30000,30000,30000.0, 36 months,7.46,932.64,A,A4,Fully Paid
12000,12000,12000.0, 60 months,12.69,271.14,C,C2,Fully Paid
19800,19800,19750.0, 60 months,17.57,498.17,D,D2,Fully Paid
11000,11000,11000.0, 36 months,5.32,331.27,A,A1,Fully Paid
10400,10400,10400.0, 36 months,10.99,340.44,B,B4,Fully Paid
15875,15875,15875.0, 60 months,23.43,451.46,F,F1,Fully Paid
3975,3975,3975.0, 36 months,16.55,140.84,D,D2,Fully Paid
10050,10050,10050.0, 60 months,21.15,272.74,E,E2,Fully Paid
2000,2000,2000.0, 36 months,11.53,65.99,B,B5,Fully Paid
18150,18150,18150.0, 36 months,13.44,615.4,C,C3,Fully Paid
9600,9600,9600.0, 36 months,14.65,331.15,C,C5,Fully Paid
24000,24000,24000.0, 60 months,12.62,541.42,C,C1,Fully Paid
18000,18000,18000.0, 60 months,15.61,434.01,D,D1,Fully Paid
25000,16850,14825.0, 36 months,17.93,608.58,E,E5,Fully Paid
8000,8000,8000.0, 36 months,12.39,267.21,C,C1,Fully Paid
7000,7000,7000.0, 36 months,14.48,240.88,C,C5,Fully Paid
9200,9200,9200.0, 36 months,19.05,337.47,D,D4,Fully Paid
6000,6000,6000.0, 36 months,11.44,197.69,B,B4,Fully Paid
33000,33000,33000.0, 60 months,20.2,877.98,D,D5,Fully Paid
5000,5000,5000.0, 36 months,10.15,161.69,B,B2,Fully Paid
19125,19125,19000.0, 36 months,15.61,668.71,D,D1,Fully Paid
27700,27700,27700.0, 60 months,21.18,752.19,E,E3,Fully Paid
9600,9600,9550.0, 36 months,7.88,300.3,A,A5,Fully Paid
24000,24000,24000.0, 36 months,7.89,750.86,A,A5,Fully Paid
10000,10000,10000.0, 36 months,6.03,304.36,A,A1,Fully Paid
9500,9500,9500.0, 36 months,19.52,350.74,D,D4,Fully Paid
7200,7200,7200.0, 36 months,9.17,229.53,B,B2,Fully Paid
10000,10000,10000.0, 60 months,15.61,241.12,D,D1,Fully Paid
30000,30000,30000.0, 60 months,12.39,673.27,C,C1,Fully Paid
11000,11000,11000.0, 60 months,12.05,244.97,C,C1,Fully Paid
28000,28000,28000.0, 36 months,8.39,882.47,A,A5,Fully Paid
24000,24000,24000.0, 36 months,9.17,765.1,B,B2,Fully Paid
16000,16000,16000.0, 60 months,11.99,355.84,C,C1,Fully Paid
16000,16000,16000.0, 36 months,14.08,547.47,C,C3,Fully Paid
12000,12000,12000.0, 36 months,10.99,392.81,B,B4,Fully Paid
35000,35000,35000.0, 60 months,23.99,1006.68,F,F2,Fully Paid
22000,22000,22000.0, 36 months,5.93,668.59,A,A1,Fully Paid
24000,24000,24000.0, 36 months,9.17,765.1,B,B2,Fully Paid
18400,18400,18400.0, 36 months,15.31,640.64,C,C5,Fully Paid
10000,10000,10000.0, 36 months,12.35,333.82,B,B4,Fully Paid
16650,16650,16625.0, 36 months,12.99,560.93,C,C1,Fully Paid
5500,5500,5500.0, 36 months,18.75,200.92,D,D3,Fully Paid
9000,9000,9000.0, 36 months,6.97,277.78,A,A3,Fully Paid
15000,15000,14900.0, 36 months,17.27,536.81,D,D2,Fully Paid
10000,10000,10000.0, 36 months,12.35,333.82,B,B4,Fully Paid
35000,35000,35000.0, 36 months,9.17,1115.77,B,B2,Fully Paid
28000,28000,28000.0, 60 months,20.49,749.49,E,E1,Fully Paid
20000,20000,20000.0, 36 months,11.53,659.81,B,B5,Fully Paid
18500,18500,18500.0, 36 months,6.62,568.02,A,A2,Fully Paid
19950,19950,19950.0, 60 months,18.99,517.41,E,E1,Fully Paid
10000,10000,10000.0, 36 months,8.24,314.48,B,B1,Fully Paid
20000,20000,20000.0, 36 months,9.17,637.58,B,B2,Fully Paid
10000,10000,10000.0, 36 months,9.17,318.79,B,B2,Fully Paid
8400,8400,8400.0, 36 months,11.99,278.97,C,C1,Fully Paid
28700,28700,28675.0, 36 months,10.49,932.69,B,B3,Fully Paid
24000,24000,24000.0, 36 months,9.99,774.3,B,B3,Fully Paid
12000,12000,12000.0, 36 months,10.99,392.81,B,B4,Fully Paid
10575,10575,10575.0, 60 months,14.17,247.0,C,C5,Fully Paid
30000,30000,30000.0, 60 months,12.62,676.78,C,C1,Fully Paid
12725,12725,12725.0, 36 months,17.77,458.58,D,D1,Fully Paid
10000,10000,10000.0, 36 months,13.65,340.08,C,C1,Fully Paid
6000,6000,6000.0, 36 months,6.24,183.19,A,A2,Fully Paid
6400,6400,6400.0, 36 months,6.89,197.3,A,A3,Fully Paid
12000,12000,12000.0, 60 months,15.61,289.34,C,C3,Fully Paid
20000,20000,20000.0, 36 months,13.33,677.07,C,C3,Fully Paid
5000,5000,5000.0, 36 months,12.99,168.45,C,C2,Fully Paid
16000,16000,16000.0, 60 months,13.98,372.13,C,C1,Fully Paid
4725,4725,4725.0, 36 months,13.65,160.69,C,C1,Fully Paid
7250,7250,7250.0, 36 months,14.64,250.05,C,C3,Fully Paid
5000,5000,5000.0, 36 months,6.62,153.52,A,A2,Fully Paid
13000,13000,13000.0, 36 months,10.99,425.55,B,B3,Fully Paid
16000,16000,16000.0, 60 months,19.97,423.64,D,D5,Fully Paid
20000,20000,20000.0, 60 months,19.19,520.91,E,E3,Fully Paid
6400,6400,6400.0, 36 months,14.31,219.71,C,C4,Fully Paid
16000,16000,16000.0, 36 months,7.59,498.37,A,A3,Fully Paid
24975,24975,24975.0, 60 months,11.14,544.77,B,B2,Fully Paid
15000,15000,15000.0, 36 months,7.35,465.57,A,A4,Fully Paid
28000,28000,28000.0, 60 months,9.93,593.96,B,B2,Fully Paid
7500,7500,7500.0, 36 months,6.49,229.84,A,A2,Fully Paid
12300,12300,12300.0, 36 months,8.49,388.23,A,A5,Fully Paid
20000,20000,20000.0, 36 months,8.39,630.34,B,B1,Fully Paid
9725,9725,9725.0, 36 months,19.03,356.63,D,D3,Fully Paid
7200,7200,7200.0, 36 months,10.99,235.69,B,B4,Fully Paid
10000,10000,10000.0, 36 months,10.99,327.34,B,B4,Fully Paid
35000,35000,35000.0, 36 months,12.99,1179.12,C,C2,Fully Paid
24000,24000,24000.0, 60 months,13.33,550.14,C,C3,Fully Paid
21000,21000,21000.0, 60 months,17.86,531.67,D,D5,Fully Paid
1000,1000,1000.0, 36 months,11.99,33.21,C,C1,Fully Paid
15000,15000,15000.0, 36 months,10.75,489.31,B,B4,Fully Paid
16000,16000,16000.0, 36 months,20.49,598.62,E,E1,Fully Paid
28000,28000,28000.0, 60 months,17.99,710.87,D,D2,Fully Paid
7000,7000,7000.0, 36 months,12.62,234.58,C,C1,Fully Paid
30000,30000,30000.0, 36 months,13.98,1025.04,C,C3,Fully Paid
10000,10000,10000.0, 36 months,15.61,349.65,D,D1,Fully Paid
5000,5000,5000.0, 36 months,13.99,170.87,C,C3,Fully Paid
1450,1450,1450.0, 36 months,13.99,49.56,C,C4,Fully Paid
24000,24000,24000.0, 36 months,9.17,765.1,B,B2,Fully Paid
11400,11400,11400.0, 36 months,6.49,349.35,A,A2,Fully Paid
12000,12000,12000.0, 36 months,12.74,402.83,C,C1,Fully Paid
5000,5000,5000.0, 36 months,15.8,175.3,C,C3,Fully Paid
12500,12500,12500.0, 36 months,12.69,419.32,C,C2,Fully Paid
24000,24000,24000.0, 60 months,10.49,515.74,B,B3,Fully Paid
20000,20000,20000.0, 36 months,13.33,677.07,C,C3,Fully Paid
5725,5725,5725.0, 36 months,20.2,213.35,E,E3,Fully Paid
35000,35000,35000.0, 36 months,14.33,1201.84,C,C1,Fully Paid
16000,16000,16000.0, 36 months,10.78,522.16,B,B4,Fully Paid
9000,9000,9000.0, 36 months,19.99,334.43,D,D4,Fully Paid
10000,10000,10000.0, 36 months,9.49,320.29,B,B2,Fully Paid
5000,5000,5000.0, 36 months,14.09,171.11,B,B5,Fully Paid
21000,21000,20850.0, 60 months,17.99,533.15,E,E1,Fully Paid
15000,15000,15000.0, 60 months,15.05,357.25,C,C4,Fully Paid
24000,24000,24000.0, 36 months,9.49,768.68,B,B2,Fully Paid
7000,7000,7000.0, 36 months,8.99,222.57,B,B1,Fully Paid
7000,7000,7000.0, 36 months,16.99,249.54,D,D1,Fully Paid
18000,18000,18000.0, 36 months,8.99,572.32,B,B1,Fully Paid
4000,4000,4000.0, 36 months,13.33,135.42,C,C3,Fully Paid
